Request Date , Request # ,University,Semester,Year,Course, ISBN , Title , Author , pub_date , Call No , Syllabi , Comments
4/19/11,134974," University of Maryland, College Park ",Fall,2011, GVPT439F , 978-0735590526 , Criminal Procedure: 2010 Case & Statutory Supplement ," Erwin Chemerinsky, Laurie L Levenson ",2010, KF9619 .C483 2008 Supplement , N , Deleted 12/21 
4/19/11,209053," University of Maryland, College Park ",Fall,2011, GVPT439F , 978-0735577862 , Criminal Procedure: investigation ," Erwin Chemerinsky, Laurie L. Levenson ",2008, KF9619 .C483 2008 , N , Deleted 12/21 
11/16/10,114542," University of Maryland, College Park ",Fall,2010, CCJS300 ,  , Fundamentals of research in criminology and criminal justice ," Bachman, Ronet ",2008, McKeldin HV6024.5 B32 2008 , N , Deleted 1/13 
1/21/11,134114," University of Maryland, College Park ",Spring,2011, CCJS498X ,  , Picking Cotton : our memoir of injustice and redemption ," Thompson-Cannino, Jennifer ",2009, MCK HV6568.B87 T56 2009 , N , Deleted 6/6 
11/12/15,101725," University of Maryland, Baltimore County ",Spring,2016, POLI324 ,9.78E+12, Congress and Its Members ," Davidson, Oleszek, Lee, and Schickler "," July 15, 2015 ", JK1021 .D38 2016 , N , on reserve 12-11-2015
11/12/15,102903," University of Maryland, Baltimore County ",Spring,2016, SOWK260 ,9.78E+12, Publication Manual of APA , None ," July 15, 2009 ", BF76.7 .P83 2010 , N , on reserve NURS Fall 2015 (Duc) 
1/11/16,149397," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, One-Hour Activist: The 15 Most Powerful Actions You Can Take to Fight for the Issues and Candidates , Kush , 03/05/2004 , JK1764 .K84 2004 , N , on reserve 01-19-2016 (Duc) 
1/11/16,158402," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12," The Modern Presidency, 6th Edition | Edition: 6 ", James P. Pfiffner , 02/25/2010 , JK511 .P47 2011 , N , on reserve 02-04-2016 (Duc)
1/11/16,161041," University of Maryland, Baltimore County ",Spring,2016, PSYC393 ,9.78E+12, The Psychology Major's Handbook ," Kuther, Tara ", 06/12/2015 , BF77 .K855 2016 , N , on reserve 02-04-2016 (Duc)
1/14/16,176770," University of Maryland, Baltimore County ",Spring,2016, CYBER621 ,9.78E+12, Cyber War: The Next Threat to National Security and What to Do about It , Knake andClarke , 04/20/2010 , HV6773.2 .C57 2010 , N , on reserve 01-19-2016 (Duc) 
12/22/15,187007," University of Maryland, Baltimore County ",Spring,2016, PSYC330 ,9.78E+12," Child, Family, School, Community: Socialization and Support | Edition: 10 ", Roberta M. Berns , 01/01/2015 , HQ767.9 .B45 2016 , N , on reserve 01-19-2016
12/22/15,213817," University of Maryland, Baltimore County ",Spring,2016, PSYC311 ,9.78E+12, Research Methods for the Behavioral Sciences | Edition: 4 ," Frederick J Gravetter, Lori-Ann B. Forzano ", 01/01/2011 , BF76.5 .G73 2012 , N , on reserves fall 2015 PSYC332 (Duc) 12-22-2015 
1/11/16,223490," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Strategic Presidency: Hitting the Ground Running | Edition: 2 , James P. Pfiffner , 04/28/1996 , JK518 .P45 1996 , N , on reserve 01-19-2016 (Duc) 
12/22/15,255816," University of Maryland, Baltimore County ",Spring,2016, PSYC342 ,9.78E+12, Aggression and Violence: An Introductory Text | Edition: 1 ," Vincent B. Van Hasselt, Michel Hersen ", 11/30/1999 , RC569.5.A34 A366 2000 , N , on reserves 12-22-2015 (Duc) 
12/22/15,264905," University of Maryland, Baltimore County ",Spring,2016, PSYC406 ,9.78E+12, Case Studies in Abnormal Psychology | Edition: 10 ," Thomas F. Oltmanns, Michele T. Martin, John M. Neale ", 11/10/2014 , RC465 .O47 2015 , N , ON RESERVE 01/29/16
11/12/15,291989," University of Maryland, Baltimore County ",Spring,2016, SOWK388 ,792252896, DVD - In the Womb , National Geographic ,2005, RG613 .I5 2005 ,  , on reserve fall 2015 (Duc) 
12/3/15,296161," University of Maryland, Baltimore County ",Spring,2016, ANTH326 ,9.78E+12, An Introduction to Native North America , Sutton ,2011, E77 .S935 2012 , N , on reserve 12-04-2015 (Duc) 
11/12/15,305318," University of Maryland, Baltimore County ",Spring,2016, SOWK483 ,9.78E+12," The Skills of Helping Individuals, Families, Groups & Communities ", Shulman ," March 24, 2011 ", HV11 .S493 2012 , N , on course reserve SOWK481 Fall 2015 (Duc) 
11/12/15,317996," University of Maryland, Baltimore County ",Spring,2016, SOWK397 ,9.78E+12, Clinician's Thesaurus , Zuckerman ," August 9, 2010 ", RC480.7 .Z83 2010 , N , on reserve 11-13-2015 (Duc) 
12/10/15,321444," University of Maryland, Baltimore County ",Spring,2016, PSYC601.03 ,9.78E+12, Program Evaluation: Methods and Case Studies ," Posavac, Emil J., ", July 2010 , H62.5.U5 P62 2011 , N , on reserve fall 2015 (Duc) 12-15-2015 
11/17/15,330896," University of Maryland, Baltimore County ",Spring,2016, BTEC654 ,9.79E+12, What Every Woman should know about cervical cancer , markovic and markovic ,2010, RC280.U8 M37 2010 , N , on reserve 11-17-2015 (Duc) 
11/24/15,336255," University of Maryland, Baltimore County ",Spring,2016, POLI432 ,9.78E+12," Eyes on the Prize: America's Civil Rights Years, 1954-1965 ", Juan Williams ," September 3, 2013 ", KF4757 .W52 1988 , N , On Course Reserve Under GVPT379C 11-24-2015 
11/12/15,354945," University of Maryland, Baltimore County ",Spring,2016, SOWK397 ,9.78E+12, Techniques & Guidelines For Social Work , Shearfor ," February 4, 2011 ", HV91 .S48 2012 , N , Also requested for SOWK483
12/7/15,365300," University of Maryland, Baltimore County ",Spring,2016, HIST468 ,9.78E+12, The Portable Enlightenment Reader ," Kramnick,Isaac ", 12/28/1995 , B802 .K73 1995 , N , on reserve 1-7-2016
1/11/16,387902," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, The Nature of the Nonprofit Sector | Edition: 2 ," J. Steven Ott (Editor), Lisa A. Dicke (Editor) ", 08/02/2011 , HD2769.2.U6 N37 2012 , N , On Reserve as Poli350/448 (TE) 
11/24/15,398304," University of Maryland, Baltimore County ",Spring,2016, HIST363 ,9.78E+12, The Crusades Through Arab Eyes , Maalouf ," April 29, 1989 ", DS38.6 .M3213 1985 , N , on reserve 12-11-2015
11/12/15,400753," University of Maryland, Baltimore County ",Spring,2016, SOWK 483 ,9.78E+12, Publication Manual of APA , None ," July 15, 2009 ", BF76.7 .P83 2010 , N , on reserve fall 2015 NURS (Duc) 
12/22/15,408745," University of Maryland, Baltimore County ",Spring,2016, PSYC406 ,9.78E+12, Publication Manual of the American Psychological Association | Edition: 6 , American Psychological Association , 07/20/2009 , BF76.7 .P83 2010 , N , on reserve NURS 12-22-2015 (Duc) 
12/22/15,411476," University of Maryland, Baltimore County ",Spring,2016, BTEC685 ,9.78E+12," Project Management: A Systems Approach to Planning, Scheduling, and Controlling | Edition: 11 ", Harold Kerzner , 02/18/2013 , HD69.P75 K47 2013 ,  , On Reserves 01-14-2016
1/11/16,417872," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Public Policymaking | Edition: 7 , James E. Anderson , 01/01/2010 , JK468.P64 A56 2011 , N , on reserve 01-19-2016 (Duc) 
1/11/16,421787," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12," The Presidency and the Political System, 9th Edition | Edition: 9 ", Michael Nelson , 09/15/2009 , JK516 .P639 2010 , N , On Reserve as POLI350/448 (TE) 
1/4/16,440859," University of Maryland, Baltimore County ",Spring,2016, CYBER486 ,9.78E+12, International Relations of the Middle East | Edition: 3 ," Fawcett, Louise ", 05/19/2013 , DS63.18 .I57 2013 , N , on reserve 01-19-2016
12/3/15,459282," University of Maryland, Baltimore County ",Spring,2016, SOCY321 ,9.78E+12, Race and Ethnic Relations: American and Global Perspectives , Marger ,2015, HT1521 .M275 2015 , N , on reserve 12-04-2015 (Duc) 
1/11/16,468641," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Presidents and Promises: From Campaign Pledge to Presidential Performance , C. Q. Press Staff , 11/11/1111 , JK518 .F57 1985 , N , on reserve 01-19-2016 (Duc) 
11/12/15,488647," University of Maryland, Baltimore County ",Spring,2016, SOWK389 ,9.78E+12, Understanding Human Behavior & Social Environment , Zastrow ," February 2, 2012 ", HM1033 .Z37 2013 , N , on reserve Fall 2015 SOWK388 (Duc) 
1/11/16,498461," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Personality and Politics: Obama For and Against Himself , Stephen J Wayne , 03/15/2011 , E908 .W39 2012 , N , on reserve 01-19-2016 (Duc) 
1/11/16,503065," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Too Close to Call: The Thirty-Six-Day Battle to Decide the 2000 Election , Jeffrey Toobin , 10/08/2002 , E889 .T66 2002 , N , on reserve 01-19-2016 (Duc) 
11/24/15,510660," University of Maryland, Baltimore County ",Spring,2016, HIST363 ,9.78E+12, The Crusades: A History , Riley-Smith ," April 10, 2014 ", D157 .R53 2014 , N , On Reserves 12-02-2015
12/22/15,538524," University of Maryland, Baltimore County ",Spring,2016, BTEC685 ,9.78E+12, A Guide to the Project Management Body of Knowledge (Pmbok Guide) - 5th Edition | Edition: 5 , Project Management Institute , 05/28/2013 , HD69.P75 G845 2013 ,  , On Reserves 01-14-2016
12/10/15,550735," University of Maryland, Baltimore County ",Spring,2016, PSYC601.04 ,9.78E+12," Fundamentals of Performance Improvement: A Guide to Improving People, Process, and Performance | Edi "," Darlene Van Tiem, James L. Moseley, Joan C. Dessinger ", 05/01/2012 , HF5549.5.P37 V35 2012 ,  , on reserve 01-07-2016
1/11/16,561233," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12," Exit, Voice, and Loyalty: Responses to Decline in Firms, Organizations, and States | Edition: 1 ", Albert O. Hirschman , 01/28/1970 , HM131 .H566 1970 ,  , On Reserves 1/13 
11/12/15,562483," University of Maryland, Baltimore County ",Spring,2016, SOWK388 ,9.78E+12, Understanding Human Behavior & Social Environment , Zastrow ," February 2, 2012 ", HM1033 .Z37 2013 , N , on reserve Fall 2015 (Duc) 
11/23/15,568212," University of Maryland, Baltimore County ",Spring,2016, PSCY346 ,9.78E+12, Industrial/organizational psychology:an applied approach , michael g aamodt ," January 1, 2015 ", HF5548.8 .A17 2016 , N , on reserve 12-11-2015
11/24/15,570984," University of Maryland, Baltimore County ",Spring,2016, HIST363 ,9.78E+12, The First Crusade: The Chronicle of Fulcher of Chartres , Peters ," June 18, 1998 ", D161.1 .F57 1998 , N , on reserve 12-21-2015
11/12/15,605953," University of Maryland, Baltimore County ",Spring,2016, SOWK388 ,9.78E+12, Contemporary Human Behavior Theory ," Robbins, Chatterjee, Canda ",2012, Prof Copy , N , on reserve fall 2015 (Duc) 
1/11/16,625420," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Congress: The Electoral Connection | Edition: 2 ," David R. Mayhew, R. Douglas Arnold, R. Douglas Arnold ", 11/01/2004 , JK1067 .M3 2004 , N , on reserve 02-12-2016 (Duc)
7/27/15,645066," University of Maryland, Baltimore County ",Fall,2015, PSYC345 ,9.78E+12, Clinical Psychology ," Trull, Prinstein ",2013, RC467 .T78 2013 ,  , 10 LOANS 
11/12/15,650721," University of Maryland, Baltimore County ",Spring,2016, SOWK397 ,9.78E+12, Publication Manual of APA , None ," July 15, 2009 ", BF76.7 .P83 2010 , N , on reserve fall 2015 NURS (Duc) 
12/14/15,654342," University of Maryland, Baltimore County ",Spring,2016, POLI480 ,9.78E+12, The European Union : Readings on the Theory and Practice of European Integration ," Brent F. Nelsen (Editor), Alexander Stubb (Editor) ", 07/01/2014 , JN15 .E889 2014 , N , on reserve 1-7-2016
11/17/15,683096," University of Maryland, Baltimore County ",Spring,2016, BTEC654 ,9.78E+12, The business of bioscience , shimasaki ,2009, HD9999.B442 S556 2009 , N , On Reserves 11-23-2015
12/22/15,689175," University of Maryland, Baltimore County ",Spring,2016, PSYC304 ,9.78E+12, Age of Opportunity: Lessons from the New Science of Adolescence ," Steinberg, Laurence ", 09/09/2014 , BF724 .S753 2014 , N , on reserve 12-22-2015 (Duc) 
11/12/15,698501," University of Maryland, Baltimore County ",Spring,2016, SOWK360 ,9.78E+12, Publication Manual of APA , None ," July 15, 2009 ", BF76.7 .P83 2010 , N , On Reserves Under NURS Fall 2015 (Duc) 
1/11/16,704906," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, The Interest Group Society | Edition: 5 ," Jeffrey M Berry, Clyde Wilcox ", 07/23/2008 , JK1118 .B395 2009 , N , ON RESERVE 01-29-2016
1/11/16,765154," University of Maryland, Baltimore County ",Spring,2016, GES670 ,9.78E+12, Geographic Information Science and Systems | Edition: 4 ," Longley, Goodchild, Maguire ", 03/09/2015 , G70.212 .L658 2015 , N , on reserve 02-04-2016
12/14/15,767258," University of Maryland, Baltimore County ",Spring,2016, POLI480 ,9.78E+12, Europe in Autumn , Hutchinson ,2014, PR6058.U748 E97 2014 , N , On Reserves 1/7
12/10/15,773223," University of Maryland, Baltimore County ",Spring,2016, HIST411 ,9.78E+12, How Buildings Learn: What Happens After They're Built ," Brand, stewart ", 10/28/1995 , NA2542.4 .B73 1995 , N , on reserve 12-15-2015 
12/22/15,774323," University of Maryland, Baltimore County ",Spring,2016, PSYC308 ,9.78E+12, Child Maltreatment: An Introduction | Edition: 3 ," Cindy L. Miller-Perrin, Robin D. (Dale) Perrin ", 05/08/2012 , HV6626.52 .M545 2013 , N , on reserves 12-22-2015 (Duc) 
11/12/15,777734," University of Maryland, Baltimore County ",Spring,2016, SOWK470 ,9.78E+12, The Practice of Research in Social Work , Engel ," February 14, 2012 ", HV11 .E57 2013 , N , on reserve fall 2015 (Duc) 
11/12/15,783296," University of Maryland, Baltimore County ",Spring,2016, SOWK388 ,  , DVD- Straightlaced- How Genders got us all tied up , Debra Chasnoff , Unsure , HQ1075.5.U6 S77 2011 , N , on reserve fall 2015 (Duc)
1/14/16,786441," University of Maryland, Baltimore County ",Spring,2016, CYBER621 ,9.78E+12, Cyberdeterrence and Cyberwar , Libicki , 11/15/2009 , U163 .L539 2009 , N , on reserve 02-04-2016
1/11/16,799367," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, The President's Agenda: Domestic Policy Choice from Kennedy to Clinton | Edition: 3 ," Paul Light, Paul Charles Light ", 12/23/1998 , JK518 .L472 1999 , N , on reserve 01-15-2016 (Duc) 
12/14/15,800620," University of Maryland, Baltimore County ",Spring,2016, POLI480 ,9.78E+12, Ever Closer Union: An Introduction to European Integration | Edition: 4 ," Dinan, Desmond ", 07/28/2010 , HC241.2 .D476 2010 , N , on reserve fall 2015 POLI374 (Duc) 
12/7/15,807477," University of Maryland, Baltimore County ",Spring,2016, PSYC345 ,9.78E+12, Clinical Psychology | Edition: 8 ," Trull, Timothy J ", 02/10/2012 , RC467 .T78 2013 ,  , on reserve fall 2015 (Duc) 12-15-2015 
12/10/15,823263," University of Maryland, Baltimore County ",Spring,2016, HIST418 ,9.78E+12, Building the Dream: A Social History of Housing in America | Edition: 1 , Wright Gwendolyn , 04/11/1983 , HD7293 .W74 1981 , N , ON RESERVE 01-29-16
1/11/16,825329," University of Maryland, Baltimore County ",Spring,2016, PSYC380 ,9.78E+12, Theories Of Personality | Edition: 8 ," Feist, Feist, and Roberts ", 12/14/2012 , BF698 .F365 2013 , N , on reserve 02-04-2016 (Duc)
11/24/15,836644," University of Maryland, Baltimore County ",Spring,2016, PSYC674 , 978-0538469944 , Human Resource Selection ," Robert Gatewood (Author),    Hubert S. Feild (Author),    Murray Barrick "," October 11, 2010 ", HF5549.5.S38 G37 2011 , N , On Reserves 11-29-2015 
11/12/15,839976," University of Maryland, Baltimore County ",Spring,2016, POLI324 ,9.78E+12, Party and Procedure in the United States Congress , Straus ," March 15, 2012 ", KF4937 .P37 2012 , N , on reserve 11-13-2015 (Duc) 
1/11/16,849513," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12," Agendas, Alternatives, and Public Policies | Edition: 2 ", John W. Kingdon , 01/10/1997 , JK274 .K62 1995 , N , on reserve 01-19-2016 (Duc) 
12/3/15,862966," University of Maryland, Baltimore County ",Spring,2016, ANTH326 ,9.78E+12, Reservation Reelism ," Raheja, Michelle H. ", 07/01/2013 , PN1995.9.I48 R34 2010 , N , on reserve 12-21-2015
11/12/15,872220," University of Maryland, Baltimore County ",Spring,2016, SOWK260 ,9.78E+12, Faces of Social Policy , Tice ," October 22, 2001 ", HN57 .T53 2002 , N , on reserve fall 2015 (Duc) 
1/14/16,875437," University of Maryland, Baltimore County ",Spring,2016, CYBER621 ,9.78E+12, Cybersecurity and Cyberwar: What Everyone Needs to Know , Singer and Friedman , 01/03/2014 , QA76.9.A25 S562 2014 , N , on reserve 01-19-2016 (Duc) 
1/4/16,884937," University of Maryland, Baltimore County ",Spring,2016, CYBER691 ,9.78E+12, Wireless And Mobile Device Security , Doherty , 12/23/2014 , TK5105.78 .D64 2016 ,  , ON RESERVE
12/3/15,890570," University of Maryland, Baltimore County ",Spring,2016, SOCY359 ,9.78E+12," Death, Society, and Human Experience ", Kastenbaum ,2012, BF789.D4 K36 2012 , N , On Reserves Under PSYC309Z 12-11-2015 
1/11/16,895597," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan | , Richard E. Neustadt , 03/28/1991 , JK516 .N4 1990 , N , on reserve 01-19-2016 (Duc) 
12/22/15,899903," University of Maryland, Baltimore County ",Spring,2016, PSYC406 ,9.78E+12, Abnormal Psychology | Edition: 3 ," Deborah C. Beidel, Cynthia M. Bulik, Melinda A. Stanley ", 07/30/2013 , RC454 .B428 2014 , N , on reserve 01-21-2016
11/12/15,901164," University of Maryland, Baltimore County ",Spring,2016, SOWK369 ,9.78E+12, Aging and Diversity: An Active Learning Experience ," Mehrotra, Fried "," December 18, 2008 ", HQ1061 .F725 2009 , N , on reserves 12-11-2015
7/27/15,901777," University of Maryland, Baltimore County ",Fall,2015, PSYC382 ,9.78E+12," Back to Normal: Why Ordinary Childhood Behavior is Mistaken for ADHD, Bipolar Disorder and Autism Sp ", Gnaulati ,2014,  ,  , 12 LOANS 
12/3/15,903188," University of Maryland, Baltimore County ",Spring,2016, SOCY359 ,9.78E+12, Taking Sides: Clashing Views in Death and Dying ," Buckley, Feldt ",2012, R726.8 .T35 2013 , N , on reserve 12-04-2015 (Duc) 
12/3/15,905838," University of Maryland, Baltimore County ",Spring,2016, ANTH326 ,9.78E+12, Celluloid Indians: Native Americans and Film , Kilpatrick ,1999, PN1995.9.I48 K56 1999 , N , on reserve Fall 2015 ANTH326 (Duc 12-04-2015) 
12/3/15,909910," University of Maryland, Baltimore County ",Spring,2016, PSYC669 ,9.78E+12, Organizational Behavior and Management , John Ivancevich Robert KonopaskeMichael Matteson ," January 30, 2013 ", HD58.7 .I89 2014 , N , on reserve 12-21-2015
11/12/15,910798," University of Maryland, Baltimore County ",Spring,2016, PSYC335 ,9.78E+12, Foundations of Behavioral Neuroscience , Carlson ," February 4, 2014 ", QP360 .C35 2014 , N , on reserve Fall 2015 (Duc) 
11/12/15,916597," University of Maryland, Baltimore County ",Spring,2016, SOWK360 ,9.78E+12, Social Welfare:  Politics , Dinitto ," October 3, 2010 ", HV95 .D56 2011 , N , On Reserves fall 2015 (Duc) 
11/12/15,922405," University of Maryland, Baltimore County ",Spring,2016, SOWK389 ,9.78E+12, Publication Manual of APA , NONE ," December 18, 2008 ", BF76.7 .P83 2010 , N , on reserve fall 2015 NURS (Duc) 
11/12/15,937780," University of Maryland, Baltimore County ",Spring,2016, PSYC385 ,9.78E+12, Healthy Psychology ," Brannon, Feist, and Updegraff "," February 22, 2013 ", R726.5 .B72 2014 , N , on reserve 11-13-2015 (Duc) 
11/12/15,942943," University of Maryland, Baltimore County ",Spring,2016, SOWK483 ,9.78E+12, Techniques & Guidelines for Social Work Practice , Sheafor ," February 4, 2011 ", HV91 .S48 2012 , N , on course reserve SOWK397 (Duc) 
11/12/15,946639," University of Maryland, Baltimore County ",Spring,2016, PSYC676 ,9.78E+12, Foundations for Designing User-Centered Systems ," Ritter, Baxter, Churchill "," April 12, 2014 ", QA76.9.H85 R58 2014 , N , on reserves 12-11-2015
1/11/16,980696," University of Maryland, Baltimore County ",Spring,2016, POLI448 and POLI350 ,9.78E+12, The In-and-Outers: Presidential Appointees and Transient Government in Washington , G. Calvin Mackenzie , 11/11/1111 , JK723.E9 I5 1987 , N , on reserve 01-19-2016 (Duc) 
11/17/10,235421," University of Maryland, College Park ",Fall,2010, PSYC443 ,  ," Why Zebras Don't Get Ulcers: An Updated Guide to Stress, Stress-Related Diseases, and Coping "," Sapolsky, Robert M ",2001,  , N , Deleted 1/20 
11/17/10,524475," University of Maryland, College Park ",Fall,2010, PSYC443 ,  , Cognitive psychology : applying the science of the mind ," Gregory Robinson-Riegler, Bridget Robinson-Riegler ",2004, BF201.R63 2004 , N , Deleted 1/20 
5/2/13,114421, University of Maryland Eastern Shore ,Fall,2013, CMTE425 ,9.78E+12, Management of Construction Projects , John E. Schaufelberger ,2002, TH438 .S395 2002 , N , 2 loans; Deleted 1/13 
5/2/13,257489, University of Maryland Eastern Shore ,Fall,2013, CMTE454 ,9.78E+12, Practical Manual of Land Development ," Colley, Barbara ",2005, TA151 .C65 2005 , N , 4 loans; Deleted 1/13 
5/2/13,463998, University of Maryland Eastern Shore ,Fall,2013, CMTE425 ,9.78E+12, Construction Management ," Haplin, Daniel; Senior, Bolivar ",2011, HD9715.U52 H324 2011 , N , 13 loans; Deleted 1/13 
4/3/14,130524," University of Maryland, Baltimore County ",Summer,2014, CYBR691.3 ,9.78E+12, Implementing the ISO/IEC 27001 Information Security Management System Standard , Edward Humphreys ,2007, QA76.9 .A25 H86 2007 , N , 1 loan; Deleted 8/13 
6/20/13,161822," University of Maryland, Baltimore County ",Fall,2013, CYBER620 ,  , Principles of Computer Security CompTIA Security+ and Beyond ," Conklin, White, & Williams ",2011, QA76.3 .P75 2012 , N , 7 loans; Deleted 1/13 
6/20/13,165912," University of Maryland, Baltimore County ",Fall,2013, CYBR620 ,9.78E+12, Introduction to Computer Security , Goodrich & Tamassia ,2010, QA76.9.A25 G655 2011 , N , 0 loans; Deleted 1/13 
8/5/14,612665," University of Maryland, Baltimore County ",Fall,2014, CYBR691 ,9.78E+12, CompTIA Mobility + Certification , Bobby Rogers ,2014, TK5103.2 .R635 2014 , N , Deleted 12/22; 0 loans 
7/20/15,805824," University of Maryland, Baltimore County ",Fall,2015, CYBR658 ,9.78E+12," Managing Risk in Information Systems, Second Edition "," Gibson, Darril ",2014,  , N , 0 LOANS 
8/5/14,877273," University of Maryland, Baltimore County ",Fall,2014, CYBR620 ,9.78E+12," Principles of Computer Security CompTIA Security+ and Beyond (Exam SY0-301), "," Wm. Arthur Conklin, Gregory White, Dwayne Williams ",2011, QA76.3 .P75 2012 , N , Deleted 12/22; 0 loans 
1/14/11,169300," University of Maryland, Baltimore County ",Spring,2011, SOWK483 ,9.78E+12," The Skills of Helping Individuals, Families, Groups, and Communities "," Shulman, Lawrence ",2005, 6th ed REF HV11.S58 2009 , N , Deleted 5/26 
1/14/11,174023," University of Maryland, Baltimore County ",Spring,2011, PSYC370 ,9.78E+12, Sensation and Perception ," Goldstein, E. Bruce ",2009, 7th ed QP431 G64 2007 , N , Deleted 5/26 
1/14/11,182630," University of Maryland, Baltimore County ",Spring,2011, POLI318 ,9.78E+12, Major Problems in American Constitutional History ," Hall, Kermit ",2010, KF4541.M29 2010 , N , Deleted 5/26 
1/14/11,198123," University of Maryland, Baltimore County ",Spring,2011, HIST355 ,9.78E+12, Corpse Walker : Real Life Stories ," Liao, Yiwu ",2009, HD8736.5.L56 2009 , N , Deleted 5/26 
1/14/11,212774," University of Maryland, Baltimore County ",Spring,2011, PSYC308 ,9.78E+12, Child Maltreatment ," Miller-Perrin, Cindy ",2007, HV6626.52.M545 2007 , N , Deleted 5/26 
1/17/11,224064," University of Maryland, Baltimore County ",Spring,2011, HIST488 ,9.78E+12, Essential Works of Lenin ," Lenin, Vladimir ",1987, DK254.L3A254 1987 , N , Deleted 5/26 
1/14/11,241001," University of Maryland, Baltimore County ",Spring,2011, SOWK360 ,9.78E+12, Social Welfare: Politics and Public Policy ," DiNitto, Diana M ",2011, 6th ed HV95.D56 2007 , N , Entered 1/20 
1/17/11,263146," University of Maryland, Baltimore County ",Spring,2011, SOCY333 ,9.78E+12, Human Sexuality in a World of Diversity ," Rathus, Spencer ",2011, HQ21.R23 2008 , N , Deleted 5/26 
1/14/11,349221," University of Maryland, Baltimore County ",Spring,2011, POLI488 ,9.78E+12, The Limits of Influence: America's Role in Kashmir ," Schaffer, Howard ",2009, E183.8.I4S33 2009 , N , Deleted 5/26 
1/14/11,368782," University of Maryland, Baltimore County ",Spring,2011, SOWK397 ,9.78E+12, Clinician's Thesaurus ," Zuckerman, Edward L ",2006, 5th ed REF RC455.2.M38Z823 2000 , N , Deleted 5/26 
1/14/11,406656," University of Maryland, Baltimore County ",Spring,2011, POLI318 ,9.78E+12, Constitutional Law for a Changing America ," Epstein, Lee ",2009, KF4748.E67 2010 ,  , Recalled 1/16 
1/17/11,435979," University of Maryland, Baltimore County ",Spring,2011, GES673 ,9.78E+12, Geospatial Analysis ," de Smith, Michael J ",2009, 2nd ed G70.23.D4 2007b , N , Deleted 5/25 
1/14/11,453475," University of Maryland, Baltimore County ",Spring,2011, PSYC332 ,9.78E+12, Research Methods in Psychology ," Elmes, David G ",2006, BF76.5.E44 2006 , N , Deleted 5/26 
1/14/11,514530," University of Maryland, Baltimore County ",Spring,2011, PSYC332 ,9.78E+12, Statistics for the Behavioral Sciences ," Gravetter, Frederick J ",2008, BF39.G72 2009 , N , Deleted 5/26 
1/14/11,517100," University of Maryland, Baltimore County ",Spring,2011, SOWK389 ,9.78E+12, Understanding Human Behavior and the Social Environment ," Zastrow, Charles ",2009, HM1033.Z37 2010 , N , Deleted 5/26 
1/14/11,519643," University of Maryland, Baltimore County ",Spring,2011, HIST355 ,9.78E+12, Universal Human Rights in Theory and Practice ," Donnelly, Jack ",2003,  , N , Ordered 1/16 
1/14/11,554587," University of Maryland, Baltimore County ",Spring,2011, POLI488 ,9.78E+12," Crossed Swords: Pakistan, Its Army, and the Wars Within "," Nawaz, Shuja ",2009, DS382.N39 2008 , N , Deleted 5/26 
1/17/11,564895," University of Maryland, Baltimore County ",Spring,2011, PSYC601 ,9.78E+12, Managing Human Resources , Gomez-Mejia ,2010, HF5549.G64 2010 , N , Deleted 5/26 
1/17/11,578205," University of Maryland, Baltimore County ",Spring,2011, PSYC676 ,9.78E+12, Usability Engineering ," Leventhal, Laura ",2008, QA76.9.U83L49 2008 , N , Deleted 5/26 
1/14/11,581335," University of Maryland, Baltimore County ",Spring,2011, SOWK470 ,9.78E+12, Applied Social Research: A Tool for the Human Services ," Monette, Duane ",2008, REF HV11.M59 2008 , N , Deleted 5/26 
1/17/11,643546," University of Maryland, Baltimore County ",Spring,2011, HIST495 ,9.78E+12, Wallowing in Sex ," Levine, Elana ",2007, PN1992.8.S44L49 2007 , N , Deleted 5/26 
1/14/11,756199," University of Maryland, Baltimore County ",Spring,2011, SOWK240 ,9.78E+12, Publication Manual of the American Psychological Association , American Psychological Association ,2009,  ,  , Fall '10 reserves 
